Feature_1,Feature_2,Correlation
hear_last_AV Paced,marital_SEPARATED,-0.014301430143014299
hear_last_Asystole,marital_SEPARATED,0.02991678773017541
hear_last_Atrial Fib,marital_SEPARATED,0.01647665809880339
hear_last_Atrial Flutter,marital_SEPARATED,-0.010459916256291628
hear_last_Comp Heart Block,marital_SEPARATED,-0.005575846619867872
hear_last_Idioventricular,marital_SEPARATED,-0.0068327039870611835
hear_last_Junctional,marital_SEPARATED,-0.009678713241942034
hear_last_MultFocalAtrTach,marital_SEPARATED,-0.003940577918975893
hear_last_Normal Sinus,marital_SEPARATED,-0.013075009279966233
hear_last_Other/Remarks,marital_SEPARATED,-0.011188236297500292
hear_last_Sinus Brady,marital_SEPARATED,-0.0219314797270083
hear_last_Sinus Tachy,marital_SEPARATED,0.02807994134750782
hear_last_Supravent Tachy,marital_SEPARATED,-0.003940577918975896
hear_last_V Paced,marital_SEPARATED,-0.019550469307599138
died_immediately,marital_SEPARATED,0.012602516888802179
age,marital_SINGLE,-0.3549807276162729
gender,marital_SINGLE,-0.070222822500652
ethnicity,marital_SINGLE,-0.10219549174098878
marital_DIVORCED,marital_SINGLE,-0.13890469190041707
marital_MARRIED,marital_SINGLE,-0.5743616137146679
marital_SEPARATED,marital_SINGLE,-0.06794611104393374
marital_SINGLE,marital_SINGLE,1.0
marital_WIDOWED,marital_SINGLE,-0.26623675805778907
icu_duration_hour,marital_SINGLE,-0.027819338361861075
icu_times,marital_SINGLE,0.027122817803479117
icu_times_total,marital_SINGLE,0.025311167906650712
icu_times_sepsis,marital_SINGLE,0.022893720930405127
icu_times_total_sepsis,marital_SINGLE,0.022893720930405127
Comorbidity,marital_SINGLE,-0.019387741412017986
glu_min,marital_SINGLE,-0.01557081299998684
glu_max,marital_SINGLE,-0.04675118726883758
glu_avg,marital_SINGLE,-0.029689595957553716
figglu_min,marital_SINGLE,0.03678983412154059
figglu_max,marital_SINGLE,-0.06921264045755227
figglu_avg,marital_SINGLE,-0.024359922834480657
pot_min,marital_SINGLE,-0.02677620756991537
pot_max,marital_SINGLE,-0.009359454037780738
pot_avg,marital_SINGLE,-0.018895928311903443
sod_min,marital_SINGLE,-0.008414448313327933
sod_max,marital_SINGLE,-0.021214290517344195
sod_avg,marital_SINGLE,-0.018952652556029192
hem_min,marital_SINGLE,0.020344223528070374
hem_max,marital_SINGLE,0.022823445584967024
hem_avg,marital_SINGLE,0.025792027242708546
chl_min,marital_SINGLE,0.0043243383816602985
chl_max,marital_SINGLE,0.003589204348974559
chl_avg,marital_SINGLE,0.0027494411167681555
bun_min,marital_SINGLE,-0.05438913067234127
bun_max,marital_SINGLE,-0.06380972910995635
bun_avg,marital_SINGLE,-0.06176214149920183
cre_min,marital_SINGLE,-0.0031482735502401217
cre_max,marital_SINGLE,0.009076103771753512
cre_avg,marital_SINGLE,0.006580354881896351
hemo_min,marital_SINGLE,0.015458754810421816
hemo_max,marital_SINGLE,0.00850170785506227
hemo_avg,marital_SINGLE,0.01898767810881114
car_min,marital_SINGLE,-0.011072250154623459
car_max,marital_SINGLE,0.01178192665113326
car_avg,marital_SINGLE,-0.0022052349550611503
rbc_min,marital_SINGLE,0.03594902464619947
rbc_max,marital_SINGLE,0.019901460129240767
rbc_avg,marital_SINGLE,0.04017597932719002
pla_min,marital_SINGLE,-0.015266157158452823
pla_max,marital_SINGLE,-0.0272437700958959
pla_avg,marital_SINGLE,-0.017975744732451265
wbc_min,marital_SINGLE,-0.03686428253473413
wbc_max,marital_SINGLE,-0.045694011984596945
wbc_avg,marital_SINGLE,-0.04713923609478093
hea_min,marital_SINGLE,0.06325666172263468
hea_max,marital_SINGLE,0.018386058371066914
hea_avg,marital_SINGLE,0.08528999709733423
mag_min,marital_SINGLE,-0.032753633559261655
mag_max,marital_SINGLE,-0.053274606461855764
mag_avg,marital_SINGLE,-0.057338604438592594
res_min,marital_SINGLE,-0.026232279334285024
res_max,marital_SINGLE,-0.02028717249144751
res_avg,marital_SINGLE,-0.05171897563858652
spo_min,marital_SINGLE,0.012195665915438839
spo_max,marital_SINGLE,0.019574497922853453
spo_avg,marital_SINGLE,0.01804626769411726
spo_alarms,marital_SINGLE,-0.020995339597275203
temp_min,marital_SINGLE,0.02303049306261706
temp_max,marital_SINGLE,0.08985013816634399
temp_avg,marital_SINGLE,0.09962915938164132
hear_mode_1st Deg AV Block,marital_SINGLE,-0.005042132838454172
hear_mode_A Paced,marital_SINGLE,-0.0264908536984703
hear_mode_AV Paced,marital_SINGLE,-0.06243268663294648
hear_mode_Atrial Fib,marital_SINGLE,-0.0951842823944214
hear_mode_Atrial Flutter,marital_SINGLE,0.0009167769730322356
hear_mode_Junctional,marital_SINGLE,-0.018721690221365272
hear_mode_MultFocalAtrTach,marital_SINGLE,-0.01872169022136529
hear_mode_Normal Sinus,marital_SINGLE,0.055418312666322966
hear_mode_Parox Atr Tachy,marital_SINGLE,-0.018721690221365286
hear_mode_Sinus Brady,marital_SINGLE,-0.025111024286664046
hear_mode_Sinus Tachy,marital_SINGLE,0.07361901830550932
hear_mode_V Paced,marital_SINGLE,-0.049942739051105224
hear_last_1st Deg AV Block,marital_SINGLE,-0.005042132838454133
hear_last_2nd AVB Mobitz 2,marital_SINGLE,-0.01872169022136529
hear_last_A Paced,marital_SINGLE,-0.03246218449432201
hear_last_AV Paced,marital_SINGLE,-0.0679461110439338
hear_last_Asystole,marital_SINGLE,-0.04726661307415721
hear_last_Atrial Fib,marital_SINGLE,-0.07963063485488771
hear_last_Atrial Flutter,marital_SINGLE,-0.02060373550624051
hear_last_Comp Heart Block,marital_SINGLE,-0.0264908536984703
hear_last_Idioventricular,marital_SINGLE,0.011878754918662972
hear_last_Junctional,marital_SINGLE,-0.045983577734749356
hear_last_MultFocalAtrTach,marital_SINGLE,-0.01872169022136529
hear_last_Normal Sinus,marital_SINGLE,0.05527467682116601
hear_last_Other/Remarks,marital_SINGLE,0.028526690281753732
hear_last_Sinus Brady,marital_SINGLE,0.023895727315086594
hear_last_Sinus Tachy,marital_SINGLE,0.06274534902348655
hear_last_Supravent Tachy,marital_SINGLE,-0.01872169022136529
hear_last_V Paced,marital_SINGLE,-0.029447763939875523
died_immediately,marital_SINGLE,-0.05639165816591349
age,marital_WIDOWED,0.26163239118876674
gender,marital_WIDOWED,0.2325578822998068
ethnicity,marital_WIDOWED,0.044517602275912935
marital_DIVORCED,marital_WIDOWED,-0.11456057684825051
marital_MARRIED,marital_WIDOWED,-0.4737003256435503
marital_SEPARATED,marital_WIDOWED,-0.056038032763996055
marital_SINGLE,marital_WIDOWED,-0.26623675805778907
marital_WIDOWED,marital_WIDOWED,1.0
icu_duration_hour,marital_WIDOWED,-0.039401144620806475
icu_times,marital_WIDOWED,-0.059310775581322306
icu_times_total,marital_WIDOWED,-0.0625820654543566
icu_times_sepsis,marital_WIDOWED,-0.021661811097886872
icu_times_total_sepsis,marital_WIDOWED,-0.021661811097886872
Comorbidity,marital_WIDOWED,-0.03814804713457242
glu_min,marital_WIDOWED,-0.011888277769276654
glu_max,marital_WIDOWED,0.033758331707830054
glu_avg,marital_WIDOWED,0.027263761163349446
figglu_min,marital_WIDOWED,-0.0073521133054447385
figglu_max,marital_WIDOWED,0.07068089641209255
figglu_avg,marital_WIDOWED,0.043882263317257905
pot_min,marital_WIDOWED,0.00037036052247499515
pot_max,marital_WIDOWED,-0.0006906516708274023
pot_avg,marital_WIDOWED,0.011235582321823851
sod_min,marital_WIDOWED,0.04058495054636383
sod_max,marital_WIDOWED,0.020012067950878027
sod_avg,marital_WIDOWED,0.03609543341594316
hem_min,marital_WIDOWED,0.027348655838074706
hem_max,marital_WIDOWED,0.015073604470383122
hem_avg,marital_WIDOWED,0.0362698162262141
chl_min,marital_WIDOWED,0.035260382142195706
chl_max,marital_WIDOWED,0.018019691833321708
chl_avg,marital_WIDOWED,0.027237730976390092
bun_min,marital_WIDOWED,0.0629199306955646
bun_max,marital_WIDOWED,0.020193526091431897
bun_avg,marital_WIDOWED,0.04542531092302229
cre_min,marital_WIDOWED,-0.026540973785356494
cre_max,marital_WIDOWED,0.024815254605480525
cre_avg,marital_WIDOWED,-0.015838883584905393
hemo_min,marital_WIDOWED,0.04064812882438208
hemo_max,marital_WIDOWED,0.006762646986043754
hemo_avg,marital_WIDOWED,0.02879105190723469
car_min,marital_WIDOWED,-0.03837480874447124
car_max,marital_WIDOWED,-0.05805718555258644
car_avg,marital_WIDOWED,-0.0566909725355735
rbc_min,marital_WIDOWED,0.016966180495267814
rbc_max,marital_WIDOWED,-0.02552690961150451
rbc_avg,marital_WIDOWED,-0.0010533675463258712
pla_min,marital_WIDOWED,0.028955171692093495
pla_max,marital_WIDOWED,0.01697613981309778
pla_avg,marital_WIDOWED,0.02559443983007142
wbc_min,marital_WIDOWED,0.02670393315048862
wbc_max,marital_WIDOWED,0.012643905806912655
wbc_avg,marital_WIDOWED,0.023760097013630726
hea_min,marital_WIDOWED,-0.04702729742864991
hea_max,marital_WIDOWED,-0.026916177627553894
hea_avg,marital_WIDOWED,-0.05694440519209739
mag_min,marital_WIDOWED,0.03583265829433908
mag_max,marital_WIDOWED,0.03996448309859471
mag_avg,marital_WIDOWED,0.05315450238265045
res_min,marital_WIDOWED,0.07227886204733758
res_max,marital_WIDOWED,-0.0045640536998598
res_avg,marital_WIDOWED,0.07669551515264271
spo_min,marital_WIDOWED,-0.04133505325808015
spo_max,marital_WIDOWED,-0.016304905305518314
spo_avg,marital_WIDOWED,-0.05258755095625746
spo_alarms,marital_WIDOWED,-0.015287458264256079
temp_min,marital_WIDOWED,0.028618141549703286
temp_max,marital_WIDOWED,-0.12574111997964033
temp_avg,marital_WIDOWED,-0.09268159760684308
hear_mode_1st Deg AV Block,marital_WIDOWED,0.06832270273140024
hear_mode_A Paced,marital_WIDOWED,-0.02184812794570736
hear_mode_AV Paced,marital_WIDOWED,0.07850526033178536
hear_mode_Atrial Fib,marital_WIDOWED,-0.008041742376763555
hear_mode_Atrial Flutter,marital_WIDOWED,-0.030931558404729317
hear_mode_Junctional,marital_WIDOWED,0.07031970475429813
hear_mode_MultFocalAtrTach,marital_WIDOWED,0.07031970475429819
hear_mode_Normal Sinus,marital_WIDOWED,-0.03956015278692021
hear_mode_Parox Atr Tachy,marital_WIDOWED,0.07031970475429813
hear_mode_Sinus Brady,marital_WIDOWED,0.015788287266223177
hear_mode_Sinus Tachy,marital_WIDOWED,-0.03076941705498988
hear_mode_V Paced,marital_WIDOWED,0.06919685942229628
hear_last_1st Deg AV Block,marital_WIDOWED,0.03961097441856933
hear_last_2nd AVB Mobitz 2,marital_WIDOWED,0.07031970475429816
hear_last_A Paced,marital_WIDOWED,0.02279462919147973
hear_last_AV Paced,marital_WIDOWED,0.015788287266223142
hear_last_Asystole,marital_WIDOWED,-0.02229484807917988
hear_last_Atrial Fib,marital_WIDOWED,0.0327176465288349
hear_last_Atrial Flutter,marital_WIDOWED,-0.008465190441833914
hear_last_Comp Heart Block,marital_WIDOWED,0.03882649243363656
hear_last_Idioventricular,marital_WIDOWED,0.02279462919147975
hear_last_Junctional,marital_WIDOWED,0.13760995233713197
hear_last_MultFocalAtrTach,marital_WIDOWED,0.07031970475429819
hear_last_Normal Sinus,marital_WIDOWED,-0.04769762328198721
hear_last_Other/Remarks,marital_WIDOWED,-0.01340272171978395
hear_last_Sinus Brady,marital_WIDOWED,0.04134555417779792
hear_last_Sinus Tachy,marital_WIDOWED,-0.07551162286242642
hear_last_Supravent Tachy,marital_WIDOWED,-0.015440570091552265
hear_last_V Paced,marital_WIDOWED,0.08295095871689413
died_immediately,marital_WIDOWED,0.036038067732805
age,icu_duration_hour,-0.04821794179902263
gender,icu_duration_hour,-0.014295465592755996
ethnicity,icu_duration_hour,0.024635757853260526
marital_DIVORCED,icu_duration_hour,-0.0021219181789047586
marital_MARRIED,icu_duration_hour,0.05749777717319322
marital_SEPARATED,icu_duration_hour,-0.009923991386331687
marital_SINGLE,icu_duration_hour,-0.027819338361861075
marital_WIDOWED,icu_duration_hour,-0.039401144620806475
icu_duration_hour,icu_duration_hour,1.0
icu_times,icu_duration_hour,0.023994779460090612
icu_times_total,icu_duration_hour,0.009797236781179138
icu_times_sepsis,icu_duration_hour,-0.012874714743535097
icu_times_total_sepsis,icu_duration_hour,-0.012874714743535097
Comorbidity,icu_duration_hour,-0.001681246508524055
glu_min,icu_duration_hour,-0.32387355821238306
glu_max,icu_duration_hour,0.22194620127641912
glu_avg,icu_duration_hour,-0.044225262470282314
figglu_min,icu_duration_hour,-0.34656932441028016
figglu_max,icu_duration_hour,0.19801036728732485
figglu_avg,icu_duration_hour,-0.11016327915576407
pot_min,icu_duration_hour,-0.31529011820820063
pot_max,icu_duration_hour,0.28175365590538937
pot_avg,icu_duration_hour,-0.04307323932997826
sod_min,icu_duration_hour,-0.3471942352570535
sod_max,icu_duration_hour,0.30156180665852556
sod_avg,icu_duration_hour,-0.005984001331515887
hem_min,icu_duration_hour,-0.430561920956803
hem_max,icu_duration_hour,0.19284873687145468
hem_avg,icu_duration_hour,-0.1777712786180112
chl_min,icu_duration_hour,-0.3632193185621715
chl_max,icu_duration_hour,0.2032533154955823
chl_avg,icu_duration_hour,-0.0871518738795287
bun_min,icu_duration_hour,-0.1365106698601327
bun_max,icu_duration_hour,0.3509228226981699
bun_avg,icu_duration_hour,0.09676127350179019
cre_min,icu_duration_hour,-0.06874160697725262
cre_max,icu_duration_hour,0.005494620227693369
cre_avg,icu_duration_hour,-0.03322600454840652
hemo_min,icu_duration_hour,-0.4095881200166894
hemo_max,icu_duration_hour,0.20672355981855908
hemo_avg,icu_duration_hour,-0.14872685102988573
car_min,icu_duration_hour,-0.16728404479638767
car_max,icu_duration_hour,0.42683765716743455
car_avg,icu_duration_hour,0.19345161462894975
rbc_min,icu_duration_hour,-0.3981104581323048
rbc_max,icu_duration_hour,0.15465340566424987
rbc_avg,icu_duration_hour,-0.15108362569221973
pla_min,icu_duration_hour,-0.2145609102641997
pla_max,icu_duration_hour,0.30931664854681706
pla_avg,icu_duration_hour,0.045576534143955724
wbc_min,icu_duration_hour,-0.21491277858167104
wbc_max,icu_duration_hour,0.191331269987144
wbc_avg,icu_duration_hour,-0.05162996774637529
hea_min,icu_duration_hour,-0.1691139889753534
hea_max,icu_duration_hour,0.3063497079886695
hea_avg,icu_duration_hour,0.006991018997254061
mag_min,icu_duration_hour,-0.21204318843048184
mag_max,icu_duration_hour,0.287145036405516
mag_avg,icu_duration_hour,0.05609355145703652
res_min,icu_duration_hour,-0.3765666058498988
res_max,icu_duration_hour,0.45466966198489017
res_avg,icu_duration_hour,0.08065211374387296
spo_min,icu_duration_hour,-0.28023090767044495
spo_max,icu_duration_hour,0.1062030183841034
spo_avg,icu_duration_hour,0.12224952578881923
spo_alarms,icu_duration_hour,0.3858017457803383
temp_min,icu_duration_hour,-0.225738376501117
temp_max,icu_duration_hour,0.3804817036054848
temp_avg,icu_duration_hour,0.09529538968538386
hear_mode_1st Deg AV Block,icu_duration_hour,-0.03350874360795004
hear_mode_A Paced,icu_duration_hour,-0.014701450490641388
hear_mode_AV Paced,icu_duration_hour,0.03618012809666303
hear_mode_Atrial Fib,icu_duration_hour,0.06152402053764067
hear_mode_Atrial Flutter,icu_duration_hour,0.03894857843058976
hear_mode_Junctional,icu_duration_hour,-0.014855422694726278
hear_mode_MultFocalAtrTach,icu_duration_hour,-0.021452806887599127
hear_mode_Normal Sinus,icu_duration_hour,-0.01862597092686179
hear_mode_Parox Atr Tachy,icu_duration_hour,0.01357725126726259
hear_mode_Sinus Brady,icu_duration_hour,-0.02306846425730892
hear_mode_Sinus Tachy,icu_duration_hour,-0.03966382905801619
hear_mode_V Paced,icu_duration_hour,0.02233845597549889
hear_last_1st Deg AV Block,icu_duration_hour,-0.0004930465153378748
hear_last_2nd AVB Mobitz 2,icu_duration_hour,0.0005186411747793228
hear_last_A Paced,icu_duration_hour,-0.021035877313113883
hear_last_AV Paced,icu_duration_hour,0.08321181265939817
hear_last_Asystole,icu_duration_hour,0.03835482687006948
hear_last_Atrial Fib,icu_duration_hour,0.0278724242041801
hear_last_Atrial Flutter,icu_duration_hour,0.0513251283953445
hear_last_Comp Heart Block,icu_duration_hour,-0.0034194181283194835
hear_last_Idioventricular,icu_duration_hour,-0.030174813861957517
hear_last_Junctional,icu_duration_hour,-0.03191703200246235
hear_last_MultFocalAtrTach,icu_duration_hour,-0.021452806887599127
hear_last_Normal Sinus,icu_duration_hour,-0.052324353557374165
hear_last_Other/Remarks,icu_duration_hour,6.196776950640379e-05
hear_last_Sinus Brady,icu_duration_hour,-0.033039076430786546
hear_last_Sinus Tachy,icu_duration_hour,0.018928393138675753
hear_last_Supravent Tachy,icu_duration_hour,-0.017896291244256565
hear_last_V Paced,icu_duration_hour,0.012637346551234625
died_immediately,icu_duration_hour,0.04197733517391816
age,icu_times,-0.05840559516223752
gender,icu_times,-0.020922323554973553
ethnicity,icu_times,0.042833746458012835
marital_DIVORCED,icu_times,0.08316645077363258
marital_MARRIED,icu_times,-0.014026523898192951
marital_SEPARATED,icu_times,-0.008769160698123918
marital_SINGLE,icu_times,0.027122817803479117
marital_WIDOWED,icu_times,-0.059310775581322306
icu_duration_hour,icu_times,0.023994779460090612
icu_times,icu_times,1.0
icu_times_total,icu_times,0.8599476844690447
icu_times_sepsis,icu_times,0.5784139990612759
icu_times_total_sepsis,icu_times,0.5784139990612759
Comorbidity,icu_times,0.3313840993589745
glu_min,icu_times,-0.056073173217506864
glu_max,icu_times,0.014030698994234682
glu_avg,icu_times,-0.0091249908183038
figglu_min,icu_times,-0.08297951904557745
figglu_max,icu_times,0.021140192474352264
figglu_avg,icu_times,-0.015786775433518304
pot_min,icu_times,0.059203484330168255
pot_max,icu_times,0.03500901453822008
pot_avg,icu_times,0.07437755129720217
sod_min,icu_times,-0.017222390916769092
sod_max,icu_times,-0.014633557791709245
sod_avg,icu_times,-0.0053160809898315925
hem_min,icu_times,-0.0595889267062151
hem_max,icu_times,-0.08333839421672184
hem_avg,icu_times,-0.07489934208722239
chl_min,icu_times,-0.07667902418603591
chl_max,icu_times,-0.10798289387710117
chl_avg,icu_times,-0.09600749246887916
bun_min,icu_times,0.05048049543673105
bun_max,icu_times,0.03734889065789953
bun_avg,icu_times,0.047042136935432376
cre_min,icu_times,0.06741783571764076
cre_max,icu_times,0.012304078092699155
cre_avg,icu_times,0.05735174795614607
hemo_min,icu_times,-0.08977164413482565
hemo_max,icu_times,-0.11725733272270704
hemo_avg,icu_times,-0.1150173799047271
car_min,icu_times,0.13794743167016504
car_max,icu_times,0.08410955359736288
car_avg,icu_times,0.12585668679715692
rbc_min,icu_times,-0.06538624103471435
rbc_max,icu_times,-0.08524708922506752
rbc_avg,icu_times,-0.08428989955183082
pla_min,icu_times,0.025011248663993783
pla_max,icu_times,-0.005787158458724433
pla_avg,icu_times,0.00956457633246437
wbc_min,icu_times,-0.04878812406903393
wbc_max,icu_times,-0.032830790699172635
wbc_avg,icu_times,-0.050509072257069604
hea_min,icu_times,-0.034795966231481686
hea_max,icu_times,0.01507490964294481
hea_avg,icu_times,0.0023441562595269763
mag_min,icu_times,0.07844254617845081
mag_max,icu_times,-0.013977679262889009
mag_avg,icu_times,0.02344985640367991
res_min,icu_times,-0.061926353050934836
res_max,icu_times,0.016761124898443964
res_avg,icu_times,-0.07905282005467211
