,diagnosis,num
673,RIGHT HIP OSTEOARTHRITIS/SDA,6
674,ABDOMINAL AORTIC ANEURYSM;TELEMETRY,6
675,VAGINAL BLEEDING,6
676,RIGHT PLEURAL EFFUSION/SDA,6
677,G.I. BLEED,6
678,PARTIAL SMALL BOWEL OBSTRUCTION,6
679,LINE INFECTION,6
680,GANGRENE RIGHT FOOT,6
681,GASTRIC OUTLET OBSTRUCTION,6
682,CHRONIC OBSTRUCTIVE PULMONARY DISEASE EXACERBATION,6
683,CHOLANGIOCARCINOMA/SDA,6
684,ASPIRIN OVERDOSE,6
685,ABDOMINAL WALL HEMATOMA,6
686,PERFORATED DIVERTICULUM,6
687,S/P GUN SHOT WOUND,6
688,CHEST PAIN;CORONARY ARTERY DISEASE\CARDIAC CATH,6
689,URINARY TRACT INFECTION;PYLONEPHRITIS,6
690,HEAD BLEED;TELEMETRY,6
691,LEFT UPPER LOBE NODULE/SDA,6
692,S/P MOTORCYCLE CRASH,6
693,URINARY TRACT INFECTION;ALTERED MENTAL STATUS,6
694,CEREBRAL EDEMA,6
695,ACUTE CHOLANGITIS,6
696,URINARY TRACT INFECTION/PYELONEPHRITIS,6
697,S/P STAB WOUND,6
698,NON Q WAVE MI\CATH,6
699,FINGER AMPUTATION,6
700,PERICARDITIS,6
701,LEFT PLEURAL EFFUSION/SDA,6
702,CORONARY ARTERY DISEASE\OFF PUMP CORONARY ARTERY BYPASS /SDA,6
703,POST PROCEDURE ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY,6
704,PORTAL VEIN THROMBOSIS,6
705,DISSECTION,6
706,POLYSUBSTANCE OD,6
707,PULMONARY FIBROSIS,6
708,LOWER EXTREMITY WEAKNESS,6
709,PNEUMONIA;URINARY TRACT INFECTION,6
710,DELERIUM,6
711,ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY,6
712,PNEUMONIA;HYPOXIA,6
713,EPILEPSY,6
714,CORONARY ARTERY DISEASE\RIGHT AND LEFT HEART CATH,6
715,PNEUMONIA;ACUTE RENAL FAILURE,6
716,CONGESTIVE HEART FAILURE\TRANSCATHETER AORTIC VALVE IMPLANT (TAVI) PERCUTANEOUS APPROACH  ,6
717,RECTAL BLEED,6
718,RECTAL CA/SDA,6
719,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT REDO /SDA,6
720,LIVER MASS,6
721,CORONARY ARTERY DISEASE\CATH WITH INTERVENTION,6
722,EXTREME PREMATURITY,6
723,CORONARY ARTERY DISEASE\CARDIAC CATHETERIZATION,6
724,PNEMONIA,6
725,FAILED LEFT TOTAL HIP REPLACEMENT/SDA,6
726,RESPIRATORY FAILURE;PNEUMONIA,6
727,RESPIRATORY FAILURE;TELEMETRY,6
728,CORONARY ARTERY DISEASE;,6
729,NON HEALING ULCER,6
730,CHEST TRAUMA,6
731,SPINAL CORD COMPRESSION,6
732,NECK PAIN,6
733,NAUSEA,6
734,BLADDER CA,6
735,STAB WOUNDS,6
736,SEPTIC,6
737,SPINE FRACTURE,6
738,LEFT KNEE OA/SDA,6
739,ASTHMA; COPD EXACERBATION,6
740,BENIGN PROSTATIC HYPERTROPHY/SDA,6
741,MYOCARDIAL INFARCTION;TELEMETRY,6
742,ACUTE RENAL FAILURE;HYPERKALEMIA,6
743,SEZIURE,6
744,MVC,6
745,ASSAULT,6
746,SIGMOID VOLVULUS,6
747,BRAIN METS,6
748,SPLENIC HEMATOMA,5
749,HYPOTENSION;RENAL FAILURE,5
750,HUMERUS FRACTURE,5
751,SPONDYLOSIS/SDA,5
752,ISCHEMIC RIGHT FOOT,5
753,ISCHEMIC RIGHT LEG,5
754,STOKE;TRANSIENT ISCHEMIC ATTACK,5
755,THORACOABDOMINAL ANEURYSM/SDA,5
756,CORONARY ARTERY DISEASE\AORTIC VALVE REPLACEMENT /SDA,5
757,RESPIRATORY FAILURE;CONGESTIVE HEART FAILURE,5
758,SPINAL STENOSIS/SDA,5
759,PITUITARY TUMOR/SDA,5
760,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH MVR ,5
761,SPINAL FRACTURE,5
762,MR\MITRAL VALVE REPLACEMENT /SDA,5
763,FEVER UNKNOWN ORIGIN,5
764,ISCHEMIC CARDIOMYOPATHY,5
765,CORONARY ARTERY BYPASS GRAFT,5
766,RETROPERITONEAL HEMORRHAGE,5
767,PERICARDIAL EFFUSION\PERICARDIOCENTESIS,5
768,CONGESTIVE HEART FAILURE;SEPSIS,5
769,CONGESTIVE HEART FAILURE;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,5
770,CONGESTIVE HEART FAILURE;RESPIRATORY FAILURE,5
771,HYPOTENSIVE,5
772,ASCENDING AORTIC ANEURYSM,5
773,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; OFF PUMP/SDA,5
774,RECTUS SHEATH HEMATOMA,5
775,DUODENAL TUMOR/SDA,5
776,POST OP BLEEDING,5
777,POST ERCP,5
778,POSITIVE STRESS TEST,5
779,STE MI,5
780,STATUS POST FALL,5
781,DISSECTING AORTIC ANEURYSM,5
782,PRIMARY SCLEROSING CHOLANGITIS/SDA,5
783,PULMONARY EDEMA\CARDIAC CATH,5
784,ELEVATED WHITE BLOOD COUNT,5
785,ICH;TELEMETRY,5
786,PULMONARY HEMORRHAGE,5
787,MULTIPLE MYELOMA,5
788,DELIRIUM TREMENS,5
789,ST SEGMENT MYOCARDIAL INFARCTION\CATH,5
790,TONGUE SWELLING,5
791,PNEUMONIA;RESPIRATORY FAILURE,5
792,KIDNEY TX,5
793,EPIDURAL HEMORRHAGE,5
794,ST SEGMENT ELEVATION MYOCARDIAL INFARCTION\CATH,5
795,PNEUMONIA;HEMOPTYSIS,5
796,EPIGLOTITIS,5
797,TIA,5
798,ATRIAL FIBRILLATION\ATRIAL FIBRILLATION ABLATION,5
799,ATRIAL FIBRILLATION\BILATERAL THORACOSCOPIC MINI MAZE PROCEDURE WITH LEFT ATRIAL APPENDAGE RESECTION ,5
800,HYPOXEMIA,5
801,CONGESTIVE HEART FAILURE;EXACERBATION,5
802,FEVER;MENTAL STATUS CHANGES,5
803,SIGMOID DIVERTICULITIS/SDA,5
804,CONGESTIVE HEART FAILURE;CORONARY ARTERY DISEASE,5
805,MR\MITRAL VALVE REPLACEMENT,5
806,BRAIN ANEURYSM,5
807,S/P GUNSHOT WOUND,5
808,BRAIN BLEED,5
809,AORTIC STENOSIS\BENTAL PROCEDURE /SDA,5
810,NECROTIZING FASCIITIS,5
811,NECROTIZING FASCITIS,5
812,CHEST PAIN-R/O MYOCARDIAL INFARCTION,5
813,CHEMO,5
814,MOTORCYCLE CRASH,5
815,CERVICAL MYELOPATHY,5
816,CERVICAL FRACTURE,5
817,CERVICAL CA/SDA,5
818,S/P NON Q MI\CATH,5
819,BREAST CA/SDA,5
820,HYPERKALEMIA;RENAL FAILURE,5
821,CEREBRAL BLEED,5
822,SEPTIC EMBOLI,5
823,ALTERED MENTAL STATUS CHANGES,5
824,AORTIC THROMBUS,5
825,CENTRAL NERVOUS SYSTEM LYMPHOMA,5
826,HEPATACELLULAR CARCINOMA/SDA,5
827,C-SPINE FRACTURE,5
828,S/P V-FIB ARREST,5
829,SUBDURAL,5
830,C6 FRACTURE,5
831,NON Q WAVE MI,5
832,CAROTID STENOSIS RIGHT/SDA,5
833,HEPATORENAL FAILURE,5
834,AORTIC VALVE INSUFFIENCY\AORTIC VALVE REPLACEMENT /SDA,5
835,GUN SHOT WOUND TO HEAD,5
836,MITRAL VALVE INSUFFICIENCY\MITRAL VALVE REPLACEMENT /SDA,5
837,AORTIC STENOSIS\AORTIC VALVE REPLACEMENT; MINIMALLY INVASIVE/SDA,5
838,BLADDER CANCER,5
839,C7 FRACTURE,5
840,FOOD IMPACTION,5
841,"MITRAL STENOSIS\MITRAL VALVE REPLACEMENT,HEART PORT MINIMALLY INVASIVE /SDA",5
842,BILE DUCT STRICTURE/SDA,5
843,RIGHT LUNG CANCER/SDA,5
844,COMGESTIVE HEART FAILURE,5
845,SICKLE CELL CRISIS,5
846,PEDISTRIAN STRUCK,5
847,BILIARY COLIC,5
848,BILIARY SEPSIS,5
849,PE,5
850,RIGHT UPPER LOBE MASS,5
851,RIGHT UPPER QUADRANT PAIN,5
852,GASTRIC CA/SDA,5
853,NECK ABSCESS,5
854,NAUSEA;VOMITING;DIARRHEA,5
855,CHRONIC PANCREATITIS/SDA,5
856,BOWEL ISCHEMIA,5
857,CHRONIC OBSTRUCTIVE PULMONARY DISEASE-EXACERBATION,5
858,CHRONIC OBST PULM DISEASE;PNEUMONIA,5
859,GASTROINTESTINAL BLEED;ANEMIA,5
860,RUPTURED SPLEEN,5
861,INTRACEREBRAL BLEED,5
862,CHOLELITHIASIS,5
863,HYPERTHERMIA,5
864,CHOLANGIO CARCINOMA/SDA,5
865,SVC SYNDROME,5
866,GI BLEED SCHLEROSING CHOLANGITIS,5
867,LOWER GIB,5
868,POST OP INFECTION,5
869,LEFT LOWER LOBE NODULE/SDA,5
870,LINE SEPSIS,5
871,UNSTABLE ANGINA/CATH,5
872,WOUND DEHISCENCE,5
873,ABDOMINAL PERFORATION,5
874,VF ARREST,5
875,LEFT HIP INFECTION,5
876,LITHIUM OVERDOSE,5
877,LEUKOCYTOSIS,5
878,LEFT CAROTID STENOSIS/SDA,5
879,URINARY TRACT INFECTION-PYELONEPHRITIS,5
880,ACUTE MYOCARDIAL INFARCTION/CATH,5
881,LIVER ABSCESS,5
882,ULCERATIVE COLITIS/SDA,5
883,URINARY TRACT INFECTION;PNEUMONIA,5
884,LOW BACK PAIN,5
885,ACUTE CORONARY SYNDROME;TELEMETRY,5
886,TRIGEMINAL NEURALGIA/SDA,5
887,LEFT RENAL TUMOR/SDA,5
888,LOWER BACK PAIN,5
889,VTACH;TELEMETRY,5
890,UPPPER GI BLEED,5
891,VENTRICULAR TACHYCARDIA\VENTRICULAR TACHYCARDIA ABLATION  **REMOTE WEST**/SDA,5
892,ALCOHOLIC HEPATITIS,5
893,AIRWAY MASS,5
894,ACUTE MYOCARDIAL INFARCTION\CATHERIZATION,5
895,LIVER DISEASE,5
896,ACUTE ABDOMEN,5
897,MITRAL REGURGITATION\CATH,4
898,NECK SWELLING,4
899,ACUTE CORONARY SYNDROME\CARDIAC CATH,4
900,SMALL BOWEL FISTULA,4
901,"GANGRENE,RIGHT FOOT",4
902,ILEUS,4
903,PEDESTRIAL STRUCK,4
904,HEPATOMA/SDA,4
905,CROHN'S DISEASE,4
906,PNEUMONIA;DIABETIC KETOACIDOSIS,4
907,CAROTID DISSECTION,4
908,SUBDURAL HEMATOMA;SUBARACHNOID HEMORRHAGE,4
909,BRAIN LESION,4
910,RENAL FAILURE;HYPOTENSION,4
911,LUMBAR FRACTURE,4
912,MYASTHENIA EXACERBATION,4
913,UNSTABLE ANGINA\LEFT HEART CATH,4
914,RENAL CELL CARCINOMA/SDA,4
915,IVH,4
916,RIB FRACTURE,4
917,ABDOMINAL FISTULA,4
918,THORACIC AORTIC ANEURYSM/SDA,4
919,HYPERTENSIVE,4
920,3 VESSEL DISEASE,4
921,ISCHEMIC LEG,4
922,PNEUMONIA;CEREBELLUM LESION,4
923,ABDOMINAL DISTENSION,4
924,CIRRHOSIS;ETOH WITHDRAWAL,4
925,HYPOTENSION-HEPATORENAL FAILURE,4
926,HEPATO RENAL SYNDROME,4
927,LUMBAR SPINAL STENOSIS/SDA,4
928,METASTATIC COLON CANCER TO LIVER/SDA,4
929,S/P BICYCLE ACCIDENT,4
930,CIRRHOSIS;ASCITES,4
931,MITRAL REGURGITATION\MITRAL VALVE REPLACEMENT ,4
932,CONGESTIVE HEART FAILURE\RIGHT HEART CATH,4
933,NON Q MI;CONGESTIVE HEART FAILURE\CATH,4
934,MALARIA,4
935,NON HODGKINS LYMPHOMA,4
936,CONGESTIVE HEART FAILURE;VENTRICULAR TACHYCARDIA,4
937,ANGINA\CARDIAC CATH,4
938,ACUTE RESPIRATORY FAILURE,4
939,HIATAL HERNIA,4
940,HIATAL HERNIA/SDA,4
941,MYASTHENIA GRAVIS CRISIS,4
942,FEVER;COUGH,4
943,BRAIN METASTASIS/SDA,4
944,HYPOXIA;HYPOTENSION,4
945,AORTIC VALVE DISEASE;CORONARY ARTERY DISEASE,4
946,THYROID CANCER/SDA,4
947,CHOLECYSTITIS/SDA,4
948,RIGHT LUNG MASS/SDA,4
949,CONGESTIVE HEART FAILURE;RULE OUT CORONARY ARTERY DISEASE;ATRIAL FIBRILLATION\CATH,4
950,CONGESTIVE HEART FAILURE;RULE-OUT MYOCARDIAL INFARCTION,4
951,PNEUMONIA;RENAL FAILURE,4
952,ACUTE CVA,4
953,ATAXIA,4
954,MITRAL REGURGITATION;CORONARY ARTERY DISEASE,4
955,CONGESTIVE HEART FAILURE\CARDIAC CATH,4
956,CSF LEAK,4
957,R/O CEREBROVASCULAR ACCIDENT,4
958,ACUTE MYOCARDIAL INFRACTION,4
959,THROAT SWELLING,4
960,PANCREATIC ABSCESS,4
961,R/O CANCER OF SPINE,4
962,EPIDURAL BLEED,4
963,HEAD BLEED;OPEN SKULL FRACTURE,4
964,INFERIOR MYOCARDIAL INFARCTION\CATH,4
965,CONGESTIVE HEART FAILURE\CARDIAC CATHETERIZATION,4
966,LIVER FAILURE;ASCITES,4
967,AF,4
968,EPIDURAL,4
969,LEFT MAIN STEM OBSTRUCTION,4
970,ANGIO EDEMA,4
971,"CHEST PAIN,R/O MI",4
972,ACETABULAR FRACTURE,4
973,RESP FAILURE,4
974,RECURRENT VENTRICULAR TACHYCARDIA,4
975,AORTIC STENOSIS\ AORTIC AND MITRAL VALVE REPLACEMENT/SDA,4
976,SHOULDER PAIN,4
977,METASTATIC BREAST CANCER,4
978,N STEMI,4
979,MS CHANGES,4
980,OA RIGHT KNEE/SDA,4
981,BLUNT TRAUMA;TELEMETRY,4
982,CERVICAL SPINAL STENOSIS/SDA,4
983,CLAUDICATION\LEFT LOWER EXTREMITY ANGIOGRAM,4
984,HEPATIC ENCEPHALOPATHY WITH HYPERBILIRUBENEMIA,4
985,GERD/SDA,4
986,LEFT HIP OSTEOARTHRITIS/SDA,4
987,INTESTINAL PERFORATION,4
988,VFIB ARREST,4
989,RECURRENT LEUKEMIA,4
990,LEFT LUNG NODULE/SDA,4
991,INTRA CRANIAL BLEED,4
992,HYPOTENSION;SEPSIS,4
993,LEFT LUNG CANCER/SDA,4
994,INTRACTABLE PAIN,4
995,BILIARY OBSTRUCTION,4
996,AORTIC STENOSIS;CORONARY ARTERY DISEASE\CARDIAC CATH,4
997,RENAL CELL CANCER,4
998,ASPIRATION; FAILURE TO THRIVE,4
999,PLEURAL EFFUSION;LEFT LOWER LOBE MASS,4
1000,INTRACTABLE EPILEPSY/SDA,4
1001,NARCOTIC OVERDOSE,4
1002,SYMPTOMATIC BRADYCARDIA,4
1003,AORTIC STENOSIS;CONGESTIVE HEART FAILURE,4
1004,ATRIAL SEPTAL DEFECT\ REPAIR ATRIAL SEPTAL DEFECT LIMITED ACCESS/SDA,4
1005,CORONARY ARTERY DISEASE\CABG,4
1006,ASD\REPAIR ATRIAL-SEPTAL DEFECT/SDA,4
1007,PLEURAL EFFUSIONS,4
1008,LEFT LEG CELLULITIS,4
1009,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH ? MVR /SDA,4
1010,TACHYPNEA,4
1011,FEMUR FX,4
1012,ESOPHAGEAL RUPTURE,4
1013,RAPID ATRIAL FIBRILLATION,4
1014,CLAUDICATION,4
1015,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT;MITRAL VALVE REPLACEMENT/SDA,4
1016,LUNG NODULE/SDA,4
1017,BILATERAL PNEUMONIA,4
1018,URINARY RETENTION,4
1019,NON-SURGICAL BOWEL OBSTRUCTION,4
1020,AORTIC ENTERIC FISTULA,4
1021,RIGHT PARIETAL HEMORRHAGE,4
1022,MEGACOLON,4
1023,GANGRENE LEFT FOOT,4
1024,S/P CATH,4
1025,AFIB WITH RVR,4
1026,LEFT MAIN DISEASE,4
1027,CORONARY ARTERY DISEASE\OFF PUMP CORONARY ARTERY BYPASS ENDOSCOPIC LEFT CHEST /SDA,4
1028,METASTATIC COLON CA TO LIVER/SDA,4
1029,RP BLEED/ HEMATOMA,4
1030,LEFT MAIN CORONARY ARTERY DISEASE,4
1031,MITRAL STENOSIS,4
1032,AORTIC STENOSIS\AORTIC VALVULOPLASTY,4
1033,BILATERAL PULMONARY EMBOLISM,4
1034,INTRAPERITONEAL BLEED,4
1035,ASTHMA FLARE,4
1036,+ETT,4
1037,MALIGNANT HYPERTENSION,4
1038,RENAL MASS/SDA,4
1039,NSTEMI,4
1040,MULTI-TRAUMA,4
1041,RECTAL SHEATH HEMATOMA,4
1042,BOWEL RESECTION;CDIFFCOLITIS;LIVE TRANSPLANT LIST,4
1043,FEVER-NEUTROPENIA,4
1044,PMEUMONIA,4
1045,STATUS POST CARDIAC ARREST,4
1046,FUNGEMIA;BREAST CANCER;STATUS POST KIDNEY TRANSPLANT,4
1047,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; WITH RADIAL ARTERY LEFT/SDA,4
1048,S/P MOTOR VEHICLE CRASH,4
1049,STEMYOCARDIAL INFARCTION,4
1050,ANTERIOR MI\CATH,4
1051,UREMIA,4
1052,INFECTED LEFT FOOT,4
1053,TRACHEAL MALACIA,4
1054,ANASARCA,4
1055,ELEVATED INR,4
1056,TRACHEAL MALACIA/SDA,4
1057,MOTORCYCLE ACCIDENT,4
1058,HYPERBILIRUBIN,4
1059,PERFORATED VISCUS,4
1060,FOREIGN BODY IN THROAT,4
1061,MESENTERIC ISCHEMIA/SDA,4
1062,FEVER;TACHYCARDIA,4
1063,HYPOTENSION;ACUTE RENAL FAILURE,4
1064,EDEMA,4
1065,FOREIGN BODY ESOPHAGUS,4
1066,DIC,4
1067,PSEUDOANEURYSM,4
1068,ELEVATED LFTS,4
1069,CONGESTIVE HEART FAILURE;ATRIAL FIBRILLATION,4
1070,HYPERCALCEMIA: LUNG CANCER,4
1071,MULTITRAUMA,4
1072,CHEST PAIN;MYOCARDIAL INFARCTION,4
1073,DIABETIC KETO ACIDOSIS,4
1074,GASTRIC VOLVULUS,4
1075,ATRIAL FIBRILLATIOM,4
1076,TRACHEAL BRONCHEAL MALACIA/SDA,4
1077,TRACHEAL BRONCHIAL MALACIA/SDA,4
1078,ENCEPHALITIS,4
1079,COMMON BILE DUCT STONES,4
1080,NON-HODGKIN'S LYMPHOMA\BONE MARROW TRANSPLANT,4
1081,ST MYOCARDIAL INFARCTION,4
1082,SUBARACHNOID HEMMORHAGE,4
1083,? BOWEL PERFORATION,4
1084,"SEPSIS,PNEUMONIA",4
1085,CHOLELITHIASIS/SDA,4
1086,AORTIC VALVE STENOSIS\AORTIC VALVE REPLACEMENT /SDA,4
1087,FEVER;TELEMETRY,4
1088,GOITER/SDA,4
1089,PNEUMOSEPSIS,4
1090,PRE-OP LIVER,4
1091,PRE-MATURITY,4
1092,SEPSIS;HYPOTENSION,4
1093,STROKE;TELEMETRY;TRANSIENT ISCHEMIC ATTACK;TELEMETRY,4
1094,ACUTE SUBDURAL HEMATOMA;SUBARACHNOID HEMORRHAGE,4
1095,DYSPNEA ON EXERTION,4
1096,SEPSIS;ICD LEAD INFECTION,4
1097,FLAIL CHEST,4
1098,TRACHEOBRONCHIOMALACIA,4
1099,ATRIAL FIBRILLATION\ATRIAL FIBRILLATION ABLATION(PULMONARY VEIN ISOLATION),4
1100,DRUG REFRACTORY ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION  **REMOTE WEST**,4
1101,PANCREATIC TUMOR/SDA,4
1102,C1-C2 FRACTURE,4
1103,MYELOFIBROSIS\BONE MARROW TRANSPLANT,4
1104,HYPOTENSION;FEVER,4
1105,DUODENAL PERFORATION,4
1106,RIGHT KNEE OSTEOARTHRITIS/SDA,4
1107,PRE-OP LIVER TRANSPLANT,4
1108,NEUROLEPTIC MALIGNANT SYNDROME,4
1109,"CONGESTIVE HEART FAILURE,RENAL FAILURE,ACIDOSIS",4
1110,RIGHT LOWER LOBE CANCER/SDA,4
1111,PONTINE BLEED,4
1112,CHEST PAIN;RULE OUT CORONARY ARTERY DISEASE\CARDIAC CATH,4
1113,SEPTIC ARTHRITIS,4
1114,LARGE BOWEL OBSTRUCTION,4
1115,ATRIAL FIBRILLATION\CARDIOVERSION,4
1116,PERFORATED COLON,4
1117,ACUTE MENTAL STATUS CHANGES,4
1118,PELVIC MASS,4
1119,PRESYNCOPE,4
1120,PORTAL VEIN THROMBUS,4
1121,TRACHEO-BRONCHO MALACEA/SDA,4
1122,CABG,4
1123,PREMATURE,4
1124,DIZZINESS,4
1125,PULMONARY EMBOLISM;TELEMETRY,4
1126,MOTOR VEHICLE CRASH,4
1127,RIGHT CAROTID STENOSIS/SDA,4
1128,HTN EMERGENCY,4
1129,NON-ST SEGMENT ELEVATION MYOCARDIAL INFARCTION;CONGESTIVE HEART FAILURE,4
1130,DEPRESSED SKULL FRACTURE,4
1131,LUDWIG'S ANGINA,4
1132,CARDIAC ARREST;TELEMETRY,4
1133,LEFT KNEE OSTEOARTHRITIS/SDA,4
1134,PARAESOPHAGEAL HERNIA/SDA,4
1135,PULMONARY NODULE/SDA,4
1136,CONGESTIVE HEART FAILURE;NON-ST SEGMENT ELEVATION MYOCARDIAL INFARCTION,4
1137,LUDWIGS ANGINA,4
1138,LUNG CANCER;SHORTNESS OF BREATH,4
1139,STAB WOUND TO CHEST,4
1140,GUNSHOT WOUND,4
1141,"CHF, A-FIB",4
1142,ACUTE MI\LEFT HEART CATHETERIZATION,4
1143,STEVENS JOHNSON SYNDROME,4
1144,PAIN,4
1145,END STAGE LIVER FAILURE,4
1146,PNEUMOPERITONEUM,4
1147,TRANSPLANT,4
1148,BASILAR ANEURYSM,4
1149,LEFT PLEURAL EFFUSION,4
1150,END STAGE RENAL FAILURE,4
1151,FEVER;HYPOXIA,4
1152,LIVER FAILURE AND SIRS,3
1153,FIBROID UTERUS/SDA,3
1154,CORONARY ARTERY DISEASE;CONGESTIVE HEART FAILURE;ANGINA\CARDIAC CATH,3
1155,OBSTRUCTIVE JAUNDICE\ERCP,3
1156,CONGESTIVE HEART FAILURE;TELEMETRY\Transcatheter Aortic Valve Implant (TAVI) with Pump Stand-by (CoreValve) ,3
1157,CONGESTIVE HEART FAILURE; AORTIC STENOSIS,3
1158,SUB ARACHNOID BLEED,3
1159,ILIAC ARTERY ANEURYSM/SDA,3
1160,METASTATIC ADENOCARCINOMA COLON TO LIVER/SDA,3
1161,FALLS,3
1162,CORONARY ARTERY DISEASE;CHF,3
1163,PERFORATED ESOPHAGUS,3
1164,SIGMOID COLON CA/SDA,3
1165,MYOCARDITIS,3
1166,SPLENIC HEMORRHAGE,3
1167,AAA REPAIR,3
1168,MR\CORONARY ARTERY BYPASS GRAFT;MITRAL VALVE REPLACEMENT/SDA,3
1169,N/V,3
1170,CERVICAL CORD COMPRESSION,3
1171,PLEURAL EFFUSION;HYPOXIA,3
1172,CORONARY ARTERY DISEASE;CONGESTIVE HEART FAILURE,3
1173,FTT;ABDOMINAL DISTENSION,3
1174,RESPIRATORY DISTRESS;TELEMETRY,3
1175,FEVERS;HYPOXIA,3
1176,OSTEOARTHRITIS RIGHT KNEE/SDA,3
1177,S/P MVA WITH INJURIES,3
1178,LYMPHOMA;FEVER,3
1179,SPINAL TUMOR/SDA,3
1180,BILE DUCT OBSTRUCTION,3
1181,LEFT VENTRICULAR LEAD MALFUNCTION\LEFT VENTRICULAR LEAD REVISION/SDA,3
1182,CORONARY ARTERY DISEASE;CAROTID STENOSIS,3
1183,CONGESTIVE HEART FAILURE\BIVENTRICULAR ICD IMPLANTATION,3
1184,CORONARY ARTERY DISEASE;CHEST PAIN;+ETT\CATH,3
1185,FRONTAL MASS,3
1186,AORTIC STENOSIS\AORTIC VALVE REPLACEMENT; ? CABG/SDA,3
1187,INFECTED RIGHT HIP,3
1188,ASCENDING AORTA\BENTAL PROCEDURE /SDA,3
1189,INCISIONAL HERNIA,3
1190,CORONARY ARTERY DISEASE;CHEST PAIN\CARDIAC CATH,3
1191,BILE DUCT TUMOR/SDA,3
1192,MVR\MITRAL VALVE REPLACEMENT/SDA,3
1193,ASCITIES,3
1194,RIGHT HEEL INFECTION;,3
1195,FOREIGN BODY,3
1196,VENTRICULAR TACHYCARDIA;TELEMETRY,3
1197,PELVIC HEMATOMA,3
1198,AVR,3
1199,CORONARY ARTERY DISEASE;MYOCARDIAL INFARCTION,3
1200,ADENAL CARCINOMA OF LIVER/SDA,3
1201,TRAUMATIC SUBARACHNOID HEMORRHAGE,3
1202,STROKE;TELEMETRY;TELEMETRY;TELEMETRY,3
1203,FOURNIER'S GANGRENE,3
1204,TYPE B DISSECTION,3
1205,FLANK PAIN,3
1206,OA LEFT KNEE/SDA,3
1207,RENAL LACERATION,3
1208,BABESIOSIS,3
1209,MYOCARDIAL INFARCTION;CORONARY ARTERY DISEASE,3
1210,CORONARY ARTERY DISEASE;PULMONARY EDEMA,3
1211,RENAL HEMORRHAGE,3
1212,OSTEOMYELITIS/SDA,3
1213,CHEST PAIN;UNSTABLE ANGINA,3
1214,SMALL CELL LUNG CANCER,3
1215,LEFT LEG ULCER;PERIPHERAL VASCULAR DISEASE,3
1216,HEMOPTYSIS;RENAL CELL CANCER,3
1217,TYLENOL OVERDOSE;LIVER FAILURE,3
1218,CEREBRAL MASS,3
1219,AIRWAY EDEMA,3
1220,STROKE; TIA,3
1221,MITRAL VALVE DISORDER\MITRAL VALVE REPLACEMENT ,3
1222,CONGESTIVE HEART FAILURE;RENAL FAILURE;ATRIAL FIBRILLATION,3
1223,RIGHT KIDNEY STONE,3
1224,RENAL FAILURE;PNEUMONIA,3
1225,URINARY TRACT INFECTION;ACUTE RENAL FAILURE,3
1226,ARREST,3
1227,ATRIAL SEPTAL DEFECT\REPAIR ATRIAL SEPTAL DEFECT /SDA,3
1228,ASD\REPAIR ATRIAL SEPTAL DEFECT /SDA,3
1229,FALL;HYPOXIA;DEHYDRATION;N/V/D,3
1230,COCAINE OVERDOSE,3
1231,PERFORATED GASTRIC ULCER,3
1232,RIGHT HIP HARDWARE DISLOCATION,3
1233,ABDOMINAL SEPSIS,3
1234,HAIRY CELL LEUKEMIA,3
1235,MYOCARDIAL INFARCTION;GI BLEED,3
1236,RESPIRATORY ACIDOSIS,3
1237,URINARY TRACT INFECTION;DEHYDRATION,3
1238,SHORTNESS OF BREATH\CATH,3
1239,LYMPHOMA;MENTAL STATUS CHANGES,3
1240,MYOCARDIAL INFARCTION;CONGESTIVE HEART FAILURE,3
1241,FALL;CONFUSION,3
1242,CONGESTIVE HEART FAILURE;SHORTNESS OF BREATH,3
1243,CHEST PAIN;ACUTE CORONARY SYNDROME\CATH,3
1244,CORONARY ARTERY DISEASE;LEFT MAIN DISEASE,3
1245,AORTIC STENOSIS\AORTIC VALVE REPLACEMENT REDO ,3
1246,SHORTNESS OF BREATH;WEAKNESS,3
1247,LEFT TEMPORAL LESION/SDA,3
1248,LEFT LOWER LOBE COLLAPSE,3
1249,"MITRAL VALVE DISORDER\MITRAL VALVE REPLACEMENT,HEART PORT MINIMALLY INVASIVE /SDA",3
1250,LUNG MASS LEFT/SDA,3
1251,CHEST PAIN;ANGINA\CATH,3
1252,COLONIC PERFORATION,3
1253,VENTRICULAR TACHYCARDIA\VT ABLATION,3
1254,AORTIC STENOSIS\AORTIC VALVE REPLACEMENT  BENTAL PROCEDURE /SDA,3
1255,LEFT FOOT INFECTION,3
1256,HANGING,3
1257,OBSTRUCTED RIGHT MIDDLE LOBE/SDA,3
